DateTime,AddedIPs,RemovedIPs
1591146122,2,0
1591146721,0,1
1591147321,2,0
1591148401,40,38
1591148521,5,0
1591149721,8,0
1591150921,1,0
1591152241,38,43
1591153321,14,0
1591154521,6,0
1591155122,11,0
1591155721,4,0
1591156082,45,54
1591156921,1,0
1591158121,0,1
1591158721,4,0
1591159321,2,0
1591159922,38,35
1591160521,12,0
1591161722,0,1
1591162381,0,1
1591163762,26,29
1591164121,10,0
1591165321,2,0
1591165922,5,2258
1591165981,1,0
1591166521,1,1
1591167842,2259,0
1591168075,1,0
1591168921,5,0
1591169562,871,639
1591169761,21,16
1591170121,9,0
1591171321,18,0
1591172521,2,0
1591173602,24,13
1591173721,2,1
1591174922,9,0
1591176121,18,1
1591176722,2,1
1591177442,33,21
1591177921,2,0
1591178521,2,0
1591179121,1,1
1591179722,2,0
1591180381,0,1
1591180921,2,0
1591181522,20,21
1591182121,3,0
1591182721,1,0
1591183321,3,0
1591183921,8,1
1591184522,6,0
1591185362,19,20
1591185721,5,1
1591186321,1,0
1591186921,13,0
1591187523,23,23
1591188721,10,0
1591189321,1,0
1591189922,1,0
1591190521,5,0
1591191362,18,24
1591191827,9,1
1591192322,4,0
1591192921,8,0
1591194121,20,0
1591195201,13,18
1591195321,1,0
1591196521,4,0
1591197122,5,0
1591197746,1,0
1591198382,1,0
1591198921,8,1
1591199282,30,19
1591200122,1,0
1591200722,14,0
1591201322,9,0
1591201921,13,0
1591202522,8,0
1591203362,21,15
1591203722,4,0
1591204321,7,0
1591204921,1,0
1591205581,1,0
1591206121,5,0
1591206721,1,0
1591207211,15,24
1591207321,8,0
1591208521,12,0
1591209123,13,727
1591209721,7,0
1591211282,742,14
1591212121,0,1
1591213322,1,0
1591214521,11,0
1591215721,1,0
1591216382,4,0
1591217042,21,26
1591218121,6,2
1591219322,12,0
1591220522,4,0
1591220882,16,23
1591222921,4,0
1591223521,0,1
1591224122,1,0
1591224722,19,19
1591225321,2,0
1591226522,6,0
1591227122,5,0
1591227721,10,1
1591228321,1,0
1591228562,40,21
1591228922,0,1
1591229521,6,0
1591230122,1,0
1591230793,24,22
1591231321,9,7
1591232642,39,29
1591233721,1,0
1591234921,13,1
1591236121,15,0
1591237322,11,0
1591238522,6,0
1591239122,3,0
1591239721,3,0
1591240322,46,54
1591241521,8,0
1591242242,55,53
1591243321,5,0
1591244521,1,0
1591244818,1,0
1591245721,2,0
1591246082,42,34
1591248121,14,0
1591249321,2,0
1591249922,32,31
1591250521,2,1
1591251721,5,0
1591252921,10,0
1591253762,16,18
1591254121,8,0
1591255321,10,0
1591256683,864,549
1591257604,18,12
1591257721,8,1
1591258921,4,0
1591259522,5,2095
1591260121,6,0
1591260721,6,0
1591261442,2090,0
1591262522,17,0
1591263362,23,20
1591263721,3,0
1591264321,5,0
1591264921,4,0
1591265521,10,0
1591266121,5,0
1591266722,3,0
1591266782,2,0
1591267202,16,20
1591267321,13,1
1591267921,4,0
1591268521,10,0
1591269122,3,0
1591269721,4,0
1591270321,18,0
1591271042,33,19
1591271521,4,0
1591272121,3,0
1591273321,3,0
1591273921,3,0
1591274881,19,16
1591275122,2,1
1591275929,4,2
1591276321,5,0
1591276921,7,0
1591278121,7,0
1591278722,15,19
1591279321,4,1
1591279921,1,0
1591281121,2,0
1591281182,7,0
1591281722,8,0
1591282321,17,0
1591282562,18,20
1591282921,6,0
1591284121,3,0
1591284721,9,0
1591285321,5,0
1591285921,4,0
1591286404,20,21
1591286521,11,0
1591287721,9,1
1591288322,12,1314
1591288921,12,0
1591290242,1322,7
1591290721,2,0
1591291322,1,0
1591292293,1,0
1591292521,4,1
1591293721,32,0
1591294321,12,0
1591294921,40,1
1591296002,17,14
1591296121,19,1
1591297321,19,1
1591297921,16,0
1591298522,1,0
1591299122,13,0
1591299842,31,22
1591300321,9,0
1591300921,8,1
1591302122,7,0
1591303321,4,0
1591303682,18,21
1591303921,7,0
1591304521,1,0
1591305721,2,0
1591306921,2,0
1591307522,16,26
1591308121,22,0
1591309322,1,1
1591309921,4,0
1591310522,11,0
1591311363,31,27
1591312922,12,0
1591313581,2,0
1591314121,0,1
1591315204,33,23
1591315322,8,0
1591316521,4,0
1591317121,24,0
1591317721,1,0
1591318321,5,0
1591319042,24,21
1591320121,2,0
1591320962,35,33
1591321321,7,0
1591322521,5,0
1591324321,30,0
1591324921,3,1
1591326721,7,0
1591327321,6,0
1591327982,1,0
1591328642,113,106
1591329721,19,0
1591330922,5,0
1591332121,1,0
1591332482,36,38
1591333459,4,0
1591333921,27,0
1591335722,1,1
1591336321,35,32
1591336921,7,0
1591338121,7,0
1591339321,2,0
1591340162,34,17
1591340521,3,0
1591341721,1,0
1591342323,46,20
1591342921,1,0
1591343521,2,0
1591343811,881,531
1591344121,1,1
1591345321,13,1
1591346521,9,1
1591348082,28,19
1591348321,1,0
1591349009,7,1
1591350002,26,23
1591350721,6,0
1591351321,8,0
1591351921,25,1
1591353842,22,22
1591354321,1,0
1591354921,31,0
1591355761,25,22
1591356121,12,0
1591356721,7,0
1591357322,2,0
1591358522,12,0
1591359122,2,0
1591360922,4,0
1591361522,17,14
1591362121,5,0
1591362722,7,0
1591363321,1,0
1591363981,2,1
1591364522,5,0
1591365121,4,0
1591365362,15,20
1591365721,2,0
1591366922,11,0
1591367282,21,17
1591368121,5,0
1591368721,1,0
1591369322,2,0
1591369921,1,0
1591370521,3,0
1591371122,26,11
1591371181,2,0
1591371721,6,0
1591372921,7,0
1591373521,2,1
1591374122,3,0
1591374721,0,1
1591374961,18,31
1591375321,9,1
1591376522,6,0
1591377721,12,0
1591378321,1,0
1591378802,15,28
1591378921,20,0
1591380122,5,1
1591380485,1,0
1591381321,15,0
1591381922,1,0
1591382642,22,16
1591383721,14,1
1591384562,20,17
1591384921,13,0
1591385521,12,0
1591387321,1,0
1591388521,7,0
1591389722,2,0
1591390321,14,19
1591390921,3,0
1591392072,4,0
1591393321,14,0
1591394162,14,21
1591394521,6,0
1591395721,3,0
1591396321,1,0
1591396921,5,0
1591398004,26,22
1591398121,2,0
1591399321,10,0
1591399922,24,1440
1591400522,7,0
1591401842,1448,0
1591402321,1,0
1591402921,4,0
1591403763,21,25
1591404121,2,0
1591404721,3,0
1591405322,5,0
1591405682,25,20
1591406522,1,0
1591407602,50,49
1591407721,4,0
1591408321,1,0
1591408921,4,0
1591410782,1,0
1591411443,51,57
1591412522,5,1
1591413721,1,0
1591414321,1,0
1591414921,5,0
1591415284,59,54
1591416121,2,0
1591417321,9,0
1591418521,1,0
1591419362,35,33
1591419721,1,0
1591420321,3,0
1591420921,3,0
1591422123,15,0
1591423210,28,25
1591423321,2,0
1591424521,8,0
1591425122,5,1817
1591425722,4,0
1591427042,1810,0
1591428121,4,0
1591428962,26,14
1591429322,10,0
1591430522,4,1
1591430922,915,595
1591431721,1,1
1591432321,2,0
1591432921,5,0
1591434121,1,0
1591434722,23,19
1591435321,11,0
1591436642,23,31
1591437968,0,3
1591438321,3,0
1591439581,7,0
1591440121,6,0
1591440722,14,15
1591441321,2,0
1591441921,1,0
1591443181,1,0
1591444321,10,0
1591444562,26,24
1591444921,25,0
1591445521,6,0
1591446121,37,1
1591446721,6,0
1591447921,1,0
1591448409,20,15
1591448521,6,0
1591449763,2,0
1591450321,4,0
1591450922,10,0
1591452242,36,19
1591453321,4,0
1591454163,19,18
1591454522,19,0
1591455122,3,0
1591455721,6,0
1591456921,1,0
1591457522,2,0
1591458121,2,0
1591458721,5,0
1591459321,3,0
1591459922,34,22
1591460522,6,0
1591461182,2,0
1591461843,33,20
1591462321,7,0
1591462921,2,0
1591464722,10,0
1591465682,22,20
1591466521,2,0
1591467122,7,0
1591467721,10,0
1591468321,2,0
1591468921,4,0
1591469522,18,24
1591470122,4,0
1591471921,11,0
1591472521,26,0
1591473121,2,0
1591473721,6,0
1591474922,6,0
1591476121,2,0
1591476721,8,0
1591477204,43,33
1591477322,5,0
1591478522,5,1
1591479123,3,2436
1591479721,10,0
1591481041,2438,0
1591481521,6,0
1591482121,11,0
1591482961,24,27
1591483322,3,0
1591483921,1,0
1591484521,9,0
1591485721,4,0
1591486321,2,0
1591486801,41,20
1591486922,8,0
1591488121,2,0
1591489321,3,0
1591490642,22,26
1591491721,3,0
1591493034,3,0
1591494121,2,0
1591494482,37,19
1591495321,20,0
1591496521,3,0
1591498321,39,54
1591498922,10,0
1591500122,3,0
1591501321,13,0
1591502162,54,52
1591502521,15,0
1591503721,10,0
1591504082,97,84
1591504921,5,0
1591506009,106,122
1591506121,3,0
1591507321,17,0
1591507997,40,24
1591508521,10,0
1591509721,4,1
1591510921,7,0
1591512002,21,21
1591512122,5,0
1591513922,22,0
1591514521,1,0
1591515842,24,20
1591516921,5,0
1591518039,1031,478
1591518121,3,0
1591519321,5,0
1591519683,24,20
1591519921,6,0
1591520730,2,0
1591521121,2,0
1591521722,6,0
1591522321,8,1
1591522921,9,0
1591523521,29,19
1591524121,2,0
1591524721,2,0
1591525321,4,0
