DateTime,AddedIPs,RemovedIPs
1588244172,1,2
1588248115,1,0
1588249947,1,0
1588251900,0,2
1588253776,0,2
1588261470,0,1
1588263620,0,3
1588265539,0,1
1588267463,0,1
1588271301,1,0
1588273296,0,2
1588279223,1,17
1588281155,0,1
1588285269,1,0
1588287169,0,2
1588290976,2,1
1588292899,1,0
1588295017,2,0
1588296997,1,1
1588298918,0,1
1588312359,1,0
1588316290,0,1
1588324114,0,1
1588339702,1,0
1588341845,1,0
1588347397,1,0
1588353149,1,0
1588355073,1,0
1588356984,0,1
1588359148,1,0
1588361067,1,0
1588363007,1,0
1588364902,1,0
1588371312,0,1
1588377141,1,1
1588379064,0,2
1588381015,2,0
1588382898,1,0
1588387956,0,1
1588389921,2,0
1588401382,0,1
1588403345,1,0
1588409077,0,1
1588422531,1,0
1588430478,1,0
1588432472,1,0
1588434508,1,1
1588436426,2,1
1588438338,1,0
1588440299,0,1
1588447014,0,2
1588448908,2,0
1588450824,0,2
1588454678,0,2
1588456579,1,0
1588458505,1,0
1588460733,0,1
1588462644,3,0
1588464498,0,1
1588468362,0,1
1588472203,1,0
1588476029,0,1
1588483696,0,1
1588503155,2,1
1588505081,1,0
1588511050,0,2
1588513017,0,1
1588514928,0,2
1588516841,0,1
1588518742,0,2
1588520667,0,1
1588522608,1,0
1588524504,0,3
1588528352,0,1
1588532194,1,0
1588534146,0,3
1588543709,1,0
1588545616,0,1
1588547796,0,1
1588549690,0,3
1588551622,0,1
1588553531,1,0
1588555471,1,0
1588557384,3,0
1588561335,0,1
1588587669,1,0
1588589554,0,1
1588603220,0,1
1588609005,0,1
1588618633,0,1
1588632255,1,0
1588639936,0,1
1588641937,0,1
1588643808,1,4
1588647875,1,0
1588670902,0,1
1588674986,1,0
1588698508,7,0
1588702341,1,0
1588708120,0,1
1588723483,1,0
1588731138,1,1
1588733070,0,1
1588740744,2,0
1588746525,1,0
1588748595,0,1
1588750578,1,0
1588752516,2,0
1588772213,1,0
1588774367,2,0
1588782024,1,0
1588783934,0,8
1588787773,0,1
1588794515,0,1
1588806296,1,0
1588808190,1,0
1588810126,1,1
1588812025,1,0
1588818022,0,1
1588827908,0,2
1588835550,0,1
1588837458,0,2
1588845138,1,0
1588855012,1,0
1588856905,1,0
1588858825,0,1
1588860779,0,1
1588868427,0,1
1588878313,2,0
1588882140,1,0
1588887889,1,0
1588893626,0,2
1588899385,0,1
1588903314,2,0
1588905159,1,0
1588918869,1,0
1588924592,1,0
1588926525,1,0
